topic_group,id,title,goal
Group_7,fefa6cb030,"The goal of this work is twofold: on the one hand, to accurately forecast time series of in-game sales and playtime; on the other, to simulate events in order to find the best combination of in-game events and the optimal time to publish them.",[1710.01931] Forecasting Player Behavioral Data and Simulating in-Game Events
Group_7,5a4e6c2642,To augment memory or storage with processing power. This would increase the potential for accelerating computing and would greatly help in reducing the power requirements for computation in computers. To have more advancement in the field of progressing in accelerating processing power by augmenting memory or storage in computers.,[1610.02273] Near-Data Processing for Differentiable Machine Learning Models
Group_7,747d95e28a,During algorithm training in ML alot of big data transfer takes place which demand a great deal of computation.the goal is to introduce methods to solve this problem.,[1610.02273] Near-Data Processing for Differentiable Machine Learning Models
Group_7,963ed18745,"To create a enviroment on which an agent can train itself and for the enviroment to change to always allow the  agent to keep evolving beyond basic enviroments. Self-play ensures that the environment is always the right difficulty for an AI to learn. ie, for it not to reach a peak level on an enviroment and stop learning.",[1710.03748] Emergent Complexity via Multi-Agent Competition
Group_7,35642a329b,To detect and remove unwanted videos from YouTube,Google to use AI and machine learning to tackle extremist content on YouTube - SiliconANGLE
Group_7,34e28e3abf,To have a working self-driving car,The Trick That Makes Google's Self-Driving Cars Work - The Atlantic
Group_7,4a26c86396,"Their goal was to examine the recognition of a very large range of Chinese characters inputted by handwriting. They looked at how the addition of extra characters would affect the algorithm's accuracy. These characters would need to be able to be inputted and recognised in real time from an iPhone, iPad, or Apple Watch.","Real-Time Recognition of Handwritten Chinese Characters Spanning a Large Inventory of 30,000 Characters - Apple"
Group_7,3b15b24324,To create a facial recognition software to identify a target who is hiding their face (partially or completely),Even a mask won't hide you from the latest face recognition tech | New Scientist
Group_7,903622b01c,To train a machine learning algorithm to locate 14 key facial points. These are the points the human brain pays most attention to when we look at someones face.,Even a mask won't hide you from the latest face recognition tech | New Scientist
Group_7,e71b320d50,a machine learning algorithm to identify a face when wearing a disguise.,Even a mask won't hide you from the latest face recognition tech | New Scientist
Group_7,7e5994c6ff,To EFFICIENTLY detect similar faces in images,Deep Neural Networks for Face Detection Explained on Apple's Machine Learning Journal - Mac Rumors
Group_7,7c1f2cbf05,This article discusses how Apple uses Machine Learning to provide Face Detection and grouping to users iCloud photos.,Deep Neural Networks for Face Detection Explained on Apple's Machine Learning Journal - Mac Rumors
Group_7,06f9da3d1a,"Creation of 'infrastructure-free' navigation, in particular in self-driving cars.",How RobotCar works – Oxford Robotics Institute
Group_7,5ef904324c,To find out if data from Apple Watch can be used to predict hypertension or sleep apnea.,"AI Can Help Apple Watch Predict High Blood Pressure, Sleep Apnea"
Group_7,34d8b97951,"To transform simple sketches into works of art inspired by Van Gogh, Cezanne and Picasso. Vincent interprets a human drawing and the completes the piece for them.",AI computer transforms your sketches into 'works of art'  | Daily Mail Online
Group_7,8fbba644a0,"The goal was to make a digital map of the seafloor.  This would help the understanding of how sea-levels and ocean circulation have changed over time, how the oceans are affected by climate change and how, in turn, climate change is influenced by the seafloor.",Scientists have used groundbreaking technology to figure out how the Earth looked a billion years ago — Quartz
Group_7,e4aa71a007,A machine learning algorithm which matches fonts based on their visual characteristics.,This interactive map uses machine learning to arrange visually similar fonts - The Verge
Group_7,9f972c14e5,Language Translation.,How DCU machine translation experts are transforming communication
Group_7,488841c4e6,Predict the mineral composition of areas to help companies find mineral reserves.,An ever-learning mineral exploration platform - Mining Technology
Group_7,c1f38b63cf,Automate the process of sorting cucumbers in his parents farm.,How a Japanese cucumber farmer is using deep learning and TensorFlow | Google Cloud Big Data and Machine Learning Blog  |  Google Cloud Platform
Group_7,7e6dbe7e3c,to  where mobile-device users are looking.,Eye-tracking system uses ordinary cellphone camera  | MIT News
Group_7,d63ce49c06,"An algorithm for rectifying blind spot, using smartphone cameras, system for seeing around corners could help with self-driving cars and in search-and-rescue missions.",An algorithm for your blind spot  | MIT News
Group_7,5e33a1937b,"An algorithm for your blind spot, using smartphone cameras, system for seeing around corners could help with self-driving cars and search-and-rescue.",An algorithm for your blind spot  | MIT News
Group_7,48546b5716,Use AI to find and detect software bugs,Microsoft uses machine learning to combat security vulnerabilities - SD Times
Group_7,451f4c3b13,Use machine learning to improve software security,Microsoft uses machine learning to combat security vulnerabilities - SD Times
Group_7,f37ab52bf5,Search for gravitational lenses.,An AI Found Dozens of Gravitational Lens Galaxies
Group_7,aed1d46270,Automation of image analysis tasks which are repetitive and time-consuming.,"With commercial satellite imagery, computer learns to quickly find missile sites in China - SpaceNews.com"
Group_7,2d6ceeb95f,To add detail and enhance blurry / pixelated images,"Google AI experiments add details to low-res, blurred images | WIRED UK"
Group_7,5e978e4e91,To use machine learning model in a mobile application to help in the diagnosis of different skin conditions by taking pictures of skin.,"Tim Cook is a fan of VisualDx, a $100 a year machine learning app for skin diagnosis - Business Insider"
Group_7,28242e5495,To help diagnose skin conditions and disorders.,"Tim Cook is a fan of VisualDx, a $100 a year machine learning app for skin diagnosis - Business Insider"
Group_7,b5975e2a3b,Enable doctors to be able to take a photo and identify the disease or condition depicted,"Tim Cook is a fan of VisualDx, a $100 a year machine learning app for skin diagnosis - Business Insider"
Group_7,017117b55b,to use the data to help indentify diferent skin conditions in particular. identify disease or condition depicted in photos.,"Tim Cook is a fan of VisualDx, a $100 a year machine learning app for skin diagnosis - Business Insider"
Group_7,303dbacc87,: To develop machine learning systems that can themselves develop machine learning systems/algorithms.,Building A.I. That Can Build A.I. - The New York Times
Group_7,23cc722448,Method for designing efficient computer chips may get miniature smart drones off the ground.,Miniaturizing the brain of a drone | MIT News
Group_7,b1814168d9,"Developed a machine learning algorithm that can turn audio clips into realistic, lip-synced videos. This can then be used to graft realistic mouth shapes onto the head of a person from another video.",AI-powered lip sync puts old words into Obama's new mouth | WIRED UK
Group_7,37afb15339,Improve cybersecurity using deep learning techniques.,"Nvidia Invests In Deep Instinct, A Deep Learning-Based Cybersecurity Startup"
Group_7,65cf81db9d,To recognise people in photos and use this to suggest friends or suggest who to tag in the photo,4 Mind-Blowing Ways Facebook Uses Artificial Intelligence
Group_7,d54d22013a,Direct users towards products they might want to purchase or pages they may want to follow based on the text they use.,4 Mind-Blowing Ways Facebook Uses Artificial Intelligence
Group_7,d005df457a,Amazon is looking at upgrade their current Amazon Web Services to make it easier for corporations to conduct big data research on Amazons Cloud.,Amazon Web Services Getting Smarter At AI and Machine Learning | Fortune
Group_7,b890d54636,How Machine learning is helping drive cloud adoption,How Machine Learning Is Helping Drive Cloud Adoption - DZone AI
Group_7,491eebff7b,"To improve the uncertainty involved when landing a spacecraft. In the past NASAs Pathfinder that was sent to Mars, had an uncertainty of 150 kilometers around its final landing destination. ""In 1997, when NASA sent a rover called Mars Pathfinder to the red planet, it was expected to land within an ellipse 150 kilometers across its major axis, which is not exactly what you want to hear if you're scientist with a specific destination in mind."" The main reason for this was because of the use of parachutes to come slow down the craft prior to landing. The goal of Space X is to use rocket thrust to control its descent as well as teaching the rocket to fly itself down. ""But once the physics are mastered of maneuvering a rocket-powered spacecraft in for landing, the rocket still needs to be taught to fly itself down.""",SpaceX's self-landing rocket is a flying robot that's great at math — Quartz
Group_7,c1d36f1622,To help teams track and improve player behavior in sports.,Microsoft’s machine learning can predict injuries in sports
Group_7,06b7da681a,To identify syndromes and diseases using facial recognition software,How Machine Learning Is Revolutionizing the Diagnosis of Rare Diseases - NBC News
Group_7,2855a06be7,To produce better and more realistic-sounding speech.,Google’s WaveNet machine learning-based speech synthesis comes to Assistant  |  TechCrunch
Group_7,670ef225d7,"To introduce machine learning into the academic world, allowing a tailored approach for individual students and identifying possible improvements in curricula.",Machine Learning – the new catalyst in higher education
Group_7,962bbeede8,"Wanted to distinguish between cancerous tissue and healthy tissue, during tumour removal.",This Pen Can Diagnose Cancer in 10 Seconds | Time
Group_7,1f12bf96e5,"Create a machine that takes images, interprets them and makes interprets them artistically with different styles, etc.",Google’s psychedelic ‘paint brush’ raises the oldest question in art - The Washington Post
Group_7,32416d5af4,They are showing a little passage from a video and trying to make the machine predict what happens next.,AI learns to predict the future by watching 2 million videos | New Scientist
Group_7,e0f4e76878,Create a program that will recognise CAPTCHA and successfully complete them,"CAPTCHAs may be a thing of the past, thanks to new machine learning research"
Group_7,908eed2e7e,To develope a program that can solve CAPTCHAs meant to detect bots.,"CAPTCHAs may be a thing of the past, thanks to new machine learning research"
Group_7,160f3b22e0,Wanted to create a machine learning algorithm (dubbed Recursive Cortical Network) that mimics the human brain in order to break text-based CAPTCHAs.,"CAPTCHAs may be a thing of the past, thanks to new machine learning research"
Group_7,2af9a725ed,"McKinlay was an avid user of dating websites, with limited success. In 2012, McKinlay was working on machine code, when he had the revelation that he could he was approaching one particular dating site - OkCupid - in the wrong manner. McKinlay decided to tackle the website in a mathematical manner, with the goal of boosting his successes on the website.",How a Math Genius Hacked OkCupid to Find True Love | WIRED
Group_7,2b90ff97a4,A system to detect cracks in nuclear reactors,System uses ‘deep learning’ to detect cracks in nuclear reactors - Purdue University
Group_7,d860b01a4d,"Detect faces in photos, determine subjects age and emotion, figure out celebrity look-a-like and suggest captions",Skype launches Photo Effects – sticker suggestions powered by machine learning  |  TechCrunch
Group_7,144848ad4d,Automatically add photo stickers to photos based on the content and/or date.,Skype launches Photo Effects – sticker suggestions powered by machine learning  |  TechCrunch
Group_7,610f69d634,: Implementing sticker effects powered by machine learning.,Skype launches Photo Effects – sticker suggestions powered by machine learning  |  TechCrunch
Group_7,cbdabb7bb9,Enhance low-res photos to higher resolutions.,This site uses machine learning to enhance your low-res photos for free
Group_7,b3a27cbc90,"Using historical data, ML will help businesses grow by basing their decisions on business models with the best outcome.  ML will lead businesses into environmentss with minimum human error and stronger cyber security.ML will completely enable new interactions between customers and companies and eventually allow true intelligent enterprise.",Machine Learning Is Redefining The Enterprise In 2016
Group_7,fdc3620d68,"Using historical data, ML will help businesses grow by basing their decisions on business models with the best outcome.  ML will lead businesses into environs with minimum human error and stronger cyber security.ML will completely enable new interactions between customers and companies and eventually allow true intelligent enterprise. Most of the global enterprises have cantered their corporate strategy on digital transformation.  Machine learning is a major part of this transformation. Applications, Algorithms and frameworks learn from a huge amount of structured and unstructured data such as Text, image, video, voice, body language and facial expression.  This creates room for a wider dimension of applications and algorithms ranging from healthcare to video games and self driving cars.",Machine Learning Is Redefining The Enterprise In 2016
Group_7,dc405b5aa3,S A backflip is a marvel of mechanical engineering and software control. It's a statement of power and poise.,One small backflip for a robot is one giant leaping backflip for humankind - The Verge
Group_7,6fac86cbd1,Voice Transcription  The implementation of a system that determines with near perfect accuracy what a person is saying in a variety of languages.,You're Using Neural Networks Every Day Online—Here's How They Work
Group_7,578ef1ef31,Wanted to improve their app's ability to estimate times for pickups and deliveries.,Q&A: Uber’s machine learning chief says pattern-finding computing fuels ride-hailing giant – GeekWire
Group_7,78df5cc69c,To extract information from geo-located image files to improve Google Maps. A better experience needs to be provided to its billion users while the information reflecting the changing world.,Enhancing Google Maps with Deep Learning and Street View
Group_7,c9424252db,"K5's goal is to survey its surroundings and to ""detect crime"". The model was developed in 2013, and is the oldest robot developed by Knightscope Inc. It's duties include contacting the authorities should it detect abnormal changes in data received from its sensors and cameras.",Security robot falls into pond after failing to spot stairs or water • The Register    
Group_7,e61c72f244,To generate realistic videos that predict what will happen next in a certain scene.,Creating videos of the future | MIT News
Group_7,d4a4890803,Improving the Realism of Synthetic Images.,Improving the Realism of Synthetic Images - Apple
Group_7,4c78de8063,Facebook have massive amounts of computing power and data and the question is how they can best take advantage of that by combining old and new techniques.,The new algorithms enabling Facebook’s data fixation  |  TechCrunch
Group_7,3dd063c093,To help robots understand context with a view to processing complex user requests.,A New Alexa-Like System Is Helping Robots Understand Context Clues
Group_7,1cc0993162,"Detect and label 10 classes of objects including waterways, vehicles, and buildings from satellite imagery.","Dstl Satellite Imagery Competition, 3rd Place Winners’ Interview: Vladimir & Sergey | No Free Hunch"
Group_7,0add4af287,"To bring identification and diagnosis of disease/pest problems in plants to mobile phone devices accessible globally to everyone including those for example in Sub Saharan Countries and other developing countries. Using software similar to Facebook's facial recognition, a leaf is scanned/photographed by the mobile device, processed, and a diagnosis is returned. The classification of these is fast and lightweight, making it possible to bring this ML to mobile phones. The building of the algorithms and the training of the data requires substantial computing power and time.",Artificial intelligence could help farmers diagnose crop diseases | Penn State University
Group_7,3f46ceea8c,Using machine learning to analyse x-rays and identify people with pneumonia correctly.,A New Algorithm Can Spot Pneumonia Better Than a Radiologist - MIT Technology Review
Group_7,e9f4c4bb68,To find an improved method for predicting heart attacks,How AI Can Predict Heart Failure Before it's Diagnosed | NVIDIA Blog
Group_7,74d4e239cb,"To recognise when a user says the words, Hey Siri and to respond by opening up the Siri assistant tool on an Apple device.",Apple Says 'Hey Siri' Detection Briefly Becomes Extra Sensitive If Your First Try Doesn't Work - Mac Rumors
Group_7,1d32c4eef1,Predict wheter the a given image in the dataset is a cat or a dog,"Dogs vs. Cats Redux Playground Competition, 3rd Place Interview: Marco Lugo | No Free Hunch"
Group_7,b2a5128503,A system that allows robots to understand a wide range of commands that require contextual knowledge about objects and their environments.,Robot learns to follow orders like Alexa | MIT News
Group_7,70f5d5c9a4,"The goal was to create a system which could characterize gliomas, the most common and aggressive type of primary brain tumor.","Scientists enlist supercomputers, machine learning to automatically identify brain tumors"
Group_7,49115089c7,The goal was to use machine learning to reply to your emails.,Smart Reply: Google's machine learning can now reply to your emails | WIRED UK
Group_7,8d3635297d,Develop faster collision detection algorithms for robots that operate in human environments.,Algorithm uses machine learning to help robots avoid collisions in real time The Engineer
Group_7,2abe5e7f15,To evaluate new techniques for paring down neural networks so that theyll run more efficiently on handheld devices.,Bringing neural networks to cellphones | MIT News
Group_7,a4f8e5bf4c,Method for modeling neural networks power consumption could help make the systems portable.,Bringing neural networks to cellphones | MIT News
Group_7,def92351cb,"S Combined with machine learning it can be used to identify and profile customers through a host of personal and device characteristics. Furthermore, this can all be done in real time, without any need for conscious input by the end user. Deviations and abnormalities that might indicate a risk can be highlighted and challenged with a far greater degree of speed, subtlety and precision.", Machine learning and big data: a new dimension in online banking security
Group_7,60bbe1b22c,"The goal of this project was to designed a bot for the popular video game DOTA 2. The aim was for this bot to learn how to play the game to such a degree that it could defeat the top-level players in the game, using self-play.",Musk's OpenAI reveals how it beat Dota 2 video game world champion
Group_7,b49ea06de6,To teach a system to recognise sounds from watching videos.,Computer learns to recognize sounds by watching video | MIT News
Group_7,d6e5f2be40,Identifying location and time related trends for pictures post on Facebook.,Cultural Diffusion and Trends in Facebook Photographs – Facebook Research
Group_7,3a5dc45cfc,Protects two thirds of the worlds payment card transactions against fraud.,Artificial Intelligence: Find it Right in Your Own Backyard - FICO
Group_7,304b52dfec,To predict the needs and communications of its customers.,Danske Bank uses Machine Learning and AI to understand customers - Business Insider Nordic
Group_7,4f32bddd20,uses machine learning and artificial intelligence to provide tailored lending solutions for mortgage and real estate agencies,This Company Uses AI To Help Lenders Automate The Mortgage Loan Process
Group_7,94686bf228,Fraud Detection,How PayPal beats the bad guys with machine learning | InfoWorld
Group_7,c3e7ef571a,To detect a fraudulent payments conducted through paypals systems.,How PayPal beats the bad guys with machine learning | InfoWorld
Group_7,2f4d51b0ad,"To take a paragraph of handwriting, and produce text in that handwriting. It is referred to as 'My Text in Your Handwriting'. Proposed applications include for example, stroke victims might 'write' letters using the application to replicate their own handwriting. Remote signing of greeting cards. etc. It's believed the technology can also be used to identify fake writings, and signatures. It is said it could also be used to translate handwriting into other languages, and still retain the handwriting of the original author.",New computer programme replicates handwriting
Group_7,eafdd9eba2,"To mimic human vision and solve CAPTCHAs, i.e. pass the turing test",Artificial Intelligence Beats CAPTCHA - IEEE Spectrum
Group_7,6bcdf6b00b,To launch a new online platform which hosts and runs machine learning algorithms while allowing them to be shared with colleagues and analysed.,Algorithmia now helps businesses manage and deploy their machine learning models  |  TechCrunch
Group_7,d8f4bf5fcb,"S The goal of Algorithmia is to try and turn some of the infrastructure and services it has to run Machine Learning models into a new product.  The co-founder and CTO of Algorithmia stated that usually, R&D spends time collecting and organising data and then building models with that information. He states that Algorithmia instead spent the last five years building an infrastructure that would put the models found by R&D to use.",Algorithmia now helps businesses manage and deploy their machine learning models  |  TechCrunch
Group_7,ddffba1258,To help noncoders teach robots a range of tasks by providing some information about how objects are typically manipulated and then showing the robot a single demo of the task.,Teaching robots to teach other robots | MIT News
Group_7,404bc29879,"To use ML to process chest xrays with a view to diagnosing 14 types of medical conditions as a compliment to the work of radiologists, by removing bias and overcoming some of the problems associated with human perception and reducing errors. The success of the project would contribute towards improved health care delivery.",Algorithm better at diagnosing pneumonia than radiologists | News Center | Stanford Medicine
Group_7,302b04a462,"How Machine Learning Is Helping Morgan Stanley Better Understand Client Needs, helping financials advisors to give better advice with the help of machine learning methods.",How Machine Learning Is Helping Morgan Stanley Better Understand Client Needs
Group_7,78f71ebaef,Detect and classify the types of objects found in satellite images.,"Dstl Satellite Imagery Competition, 1st Place Winner’s Interview: Kyle Lee | No Free Hunch"
Group_7,e69421afa2,"Their aim is to make the information more ""structured"" by using tags within HTML or by adding additional metadata to non-textual content such as audio, photo or video. Categorizing content with these tags and metadata pays dividends further down the line, saving journalists time and effort.",How newsrooms are using machine learning to make journalists' lives easier | Poynter
Group_7,16eac4968f,To use machine learning to reduce the tedious jobs that journalists must do when preparing a news story.,How newsrooms are using machine learning to make journalists' lives easier | Poynter
Group_7,4eeb43f088,He wanted to find a way assess the data for various trends and discover the areas of biggest concern for custumers.,Data for good: Protecting consumers from unfair practices | SAS
Group_7,d96b05fa4d,To estimate or predict property values using machine learning.,Zillow: Machine learning and data disrupt real estate | ZDNet
Group_7,caa8c601b3,Classify leaves according to their features and use the model to compete in Kaggle.,"Leaf Classification Competition: 1st Place Winner’s Interview, Ivan Sosnovik | No Free Hunch"
Group_7,69bce4311d,To Predict Heart Disease and Diabetes,How Machine Learning Is Helping Us Predict Heart Disease and Diabetes
Group_7,9a87923177,Machine Learning in vending machines and there ever evolving features which use facial recognition.,Vending machines are getting smarter with machine learning and facial recognition | VentureBeat
Group_7,0c347f8e94,Help customers to be able to redeem points for experiences. Better predict when is the best time for particular people to redeem points and what should they be redeeming them against.,How machine learning is helping Virgin boost its frequent flyer business | ZDNet
Group_7,369b5dcc08,Wanted to use AI to to detect forgeries.,How machine learning is helping Virgin boost its frequent flyer business | ZDNet
Group_7,43dc09a7b6,"To design a system that provides greater flexibility and ease-of-use to the growing groups interested in applying machine learning to developing intelligent agents, specifically for academic research in complex multi-agent behaviour, industry research in large-scale paralle training regimes for robotics and game developers interested in filling virtual worlds.",Introducing: Unity Machine Learning Agents – Unity Blog
Group_7,b28faee930,"User study to compare the melody of eight-bar long generated by MidiNet and by Googleâs MelodyRNN models, each time using the same priming melody",Why Google’s AI Can Write Beautiful Songs but Still Can’t Tell a Joke - MIT Technology Review
Group_7,e3965b8e97,"To identify and authenticate the user of a smartphone using behavioral biometrics such as gait, grip, touch gestures",A Behavioral Biometrics User Authentication Study Using Motion Data from Android Smartphones - IEEE Conference Publication
Group_7,f418dbcb53,: To predict what stock markets could do on any given day.,The Top 10 AI And Machine Learning Use Cases Everyone Should Know About
Group_7,db67c6e116,: To fight web spam,The Top 10 AI And Machine Learning Use Cases Everyone Should Know About
Group_7,ef458edc49,To deliver an app capable of predicting the rise and fall of thousands of shares on the stock market.,Market Sensei Launches Machine Learning-Powered Stock Market Prediction Platform for Novice and Experienced Investors | Markets Insider
Group_7,9c43559360,Detect road surface anomalies.,European Commission : CORDIS : News and Events : Making road traffic greener by boosting car-sharing and improving road quality
Group_7,c10211b5f8,Generate audio from a silent video feed,Artificial intelligence produces realistic sounds that fool humans  | MIT News
Group_7,ad0013580f,To use AI to produce sounds realistic enough to fool humans.,Artificial intelligence produces realistic sounds that fool humans  | MIT News
Group_7,f3000bceff,Their algorithm tries to guess molecule's smell from it's structure.,Fruity or fermented? Algorithm predicts how molecules smell | New Scientist
Group_7,d355f0244c,Prediction of Homing Pigeon flight trajectories.,Information Engineering Main/Home Page
Group_7,cf6e551fb8,"human pose estimation in videos, where multiple frames are available",Information Engineering Main/Home Page
Group_7,dc0a94cb7d,Prediction ripeness of Bannannas to minimize food waste.,Applying Machine Learning Clustering and Classification to Predict Banana Ripeness States and Shelf Life | Thor | International Journal of Advanced Food Science and Technology
Group_7,bbbadf289e,"Predict student performance (final GPA of core courses under consideration, not yet taken, at end of each term) at degree level based on ongoing academic records and student backgrounds with a view to intervening to ensure success towards graduation, on time, and therefore making college less costly.",nan
Group_7,81f3da2b30,,nan
Group_7,1ad461a397,Researchers have developed a machine-learning technology that mined microblogging site Twitter to identify users peddling the illegal sale and marketing of prescription opioids online.,"
Machine-learning technology created to track drug peddlers via Twitter | The Indian Express"
Group_7,1d02ef05e3,to have an ai use neural networks to learn to pay a level of super mario,GitHub - pakoito/MarI-O: Github clone of MarI/O by SethBling
Group_7,7bd4003b9b,"The goal is to detect cancer in the human body as well as congenital diseases, by sequencing the genomes of patient's tissue samples and then use machine learning to suggest the most effective treatments.",Sophia Genetics is machine learning is speeding up cancer diagnosis | WIRED UK
Group_7,46525dbc6f,Generating original Halloween costume ideas.,This neural network has got some fascinating Halloween costume ideas
Group_7,c0ba86cd84,Wanted to use an artificially intelligent judge to help deliver verdicts in human cases.,Artificially intelligent 'judge' could help deliver verdicts in human rights trials - Irish Mirror Online
Group_7,b0c5f0180f,"To automatically create animations based on a characters state, geometry of the scene and user input",Neural networks can add natural animation to video games
Group_7,f390e2e794,To use Xray images to automatically detect if a patient has pneumonia,CheXNet: Radiologist-Level Pneumonia Detection on Chest X-Rays with Deep Learning
Group_7,fba83c979c,To train an AI to learn how to interpret medical test results for themselves and decide which types of treatments are most effective for different patients.,Researching for tomorrow | DeepMind
Group_7,c3433d1aaa,To identify recipes for food based solely on a photograph.,AI demo picks out recipes from food photos - BBC News
Group_7,459c877dc2,Use machine learning to target people better and improve their ad revenue,Ad-Tech Company AppNexus Just Launched a Machine Learning-Enabled Ad-Buying Tool – Adweek
Group_7,23bc6e8300,"Tay was released in Twitter with the handle @TayandYou, on 23 March 2016. The chat-bots current biography reads 'The official account of Tay, Microsoft's A.I. fam from the internet that's got zero chill! The more you talk the smarter Tay gets.'  Tay was intended to mimic the language patterns of it's target audience (18 to 24 year old Americans). Thus functionality such as creating memes from users' photographs was entrusted to it.",Tweets with replies by TayTweets (@TayandYou) | Twitter
Group_7,9b7adbace2,"To use neural representations to separate and recombine content and style of arbitrary images, providing a neural algorithm for the creation of artistic images.",Computers can now paint like Van Gogh and Picasso — Quartz
Group_7,4721bb7a86,A machine learning system turns poetry into song by composing a pop music score to suit the lyrics its given.,Machine learning lets computer create melodies to fit any lyrics | New Scientist
Group_7,c4c3c7e759,The goal is to disrupt the debt collection industry.,TrueAccord Nabs $22M Series B To Bring Machine Learning To Debt Collections
Group_7,d9d058bc12,To test how quickly and effectively computers are learning.,"Google's AI Can Dream, and Here's What it Looks Like | IFLScience"
Group_7,a2686b8661,To solve the noisy coctail problem.It means identify a specific voice among a crowd.,An AI has learned how to pick a single voice out of a crowd | New Scientist
Group_7,f9aa29224b,An AI using machine learning to separate the voices of multiple speakers in real time.,An AI has learned how to pick a single voice out of a crowd | New Scientist
Group_7,46e03e9063,"The goal is to use machine learning techniques in order to teach a system on how to compose a piece of music, and on a deeper level to advance the state of the art in machine intelligence for music and art generation. Google also hope to build a community of artists, coders and machine learning researchers. The system collected is called Magenta.",Google's art machine just wrote its first song - The Verge
Group_7,737f7960cb,Develop a system that could perform diagnostic tests on supercomputers,Research Team Wins Award for Machine Learning Diagnostic
